,index,fname,roi
475,373,images (48)_grey_rot90.jpg,"{1: {'xmin': 73, 'xmax': 82, 'ymin': 76, 'ymax': 81, 'region_name': 1}, 2: {'xmin': 117, 'xmax': 126, 'ymin': 9, 'ymax': 13, 'region_name': 1}, 3: {'xmin': 128, 'xmax': 135, 'ymin': 81, 'ymax': 86, 'region_name': 1}, 4: {'xmin': 119, 'xmax': 128, 'ymin': 115, 'ymax': 119, 'region_name': 1}, 5: {'xmin': 130, 'xmax': 137, 'ymin': 48, 'ymax': 52, 'region_name': 1}, 6: {'xmin': 146, 'xmax': 153, 'ymin': 20, 'ymax': 24, 'region_name': 1}}"
476,374,images (48)_grey_rot180.jpg,"{1: {'xmin': 155, 'xmax': 164, 'ymin': 41, 'ymax': 46, 'region_name': 1}, 2: {'xmin': 275, 'xmax': 283, 'ymin': 66, 'ymax': 71, 'region_name': 1}, 3: {'xmin': 146, 'xmax': 154, 'ymin': 72, 'ymax': 76, 'region_name': 1}, 4: {'xmin': 87, 'xmax': 95, 'ymin': 67, 'ymax': 72, 'region_name': 1}, 5: {'xmin': 207, 'xmax': 214, 'ymin': 73, 'ymax': 77, 'region_name': 1}, 6: {'xmin': 257, 'xmax': 263, 'ymin': 82, 'ymax': 86, 'region_name': 1}}"
477,375,images (48)_grey_rot270.jpg,"{1: {'xmin': 217, 'xmax': 226, 'ymin': 87, 'ymax': 92, 'region_name': 1}, 2: {'xmin': 173, 'xmax': 182, 'ymin': 155, 'ymax': 159, 'region_name': 1}, 3: {'xmin': 164, 'xmax': 171, 'ymin': 82, 'ymax': 87, 'region_name': 1}, 4: {'xmin': 171, 'xmax': 180, 'ymin': 49, 'ymax': 53, 'region_name': 1}, 5: {'xmin': 162, 'xmax': 169, 'ymin': 116, 'ymax': 120, 'region_name': 1}, 6: {'xmin': 146, 'xmax': 153, 'ymin': 144, 'ymax': 148, 'region_name': 1}}"
478,376,images (49)_darkened.jpg,"{1: {'xmin': 33, 'xmax': 57, 'ymin': 107, 'ymax': 120, 'region_name': 1}, 2: {'xmin': 208, 'xmax': 234, 'ymin': 102, 'ymax': 116, 'region_name': 1}}"
479,377,images (49)_darkened_rot90.jpg,"{1: {'xmin': 95, 'xmax': 115, 'ymin': 22, 'ymax': 38, 'region_name': 1}, 2: {'xmin': 101, 'xmax': 122, 'ymin': 138, 'ymax': 155, 'region_name': 1}}"
480,378,images (49)_darkened_rot180.jpg,"{1: {'xmin': 219, 'xmax': 243, 'ymin': 63, 'ymax': 76, 'region_name': 1}, 2: {'xmin': 42, 'xmax': 68, 'ymin': 67, 'ymax': 81, 'region_name': 1}}"
481,379,images (49)_darkened_rot270.jpg,"{1: {'xmin': 161, 'xmax': 181, 'ymin': 145, 'ymax': 161, 'region_name': 1}, 2: {'xmin': 154, 'xmax': 175, 'ymin': 28, 'ymax': 45, 'region_name': 1}}"
482,380,images (49)_grey.jpg,"{1: {'xmin': 33, 'xmax': 57, 'ymin': 107, 'ymax': 120, 'region_name': 1}, 2: {'xmin': 208, 'xmax': 234, 'ymin': 102, 'ymax': 116, 'region_name': 1}}"
483,381,images (49)_grey_rot90.jpg,"{1: {'xmin': 95, 'xmax': 115, 'ymin': 22, 'ymax': 38, 'region_name': 1}, 2: {'xmin': 101, 'xmax': 122, 'ymin': 138, 'ymax': 155, 'region_name': 1}}"
484,382,images (49)_grey_rot180.jpg,"{1: {'xmin': 219, 'xmax': 243, 'ymin': 63, 'ymax': 76, 'region_name': 1}, 2: {'xmin': 42, 'xmax': 68, 'ymin': 67, 'ymax': 81, 'region_name': 1}}"
485,383,images (49)_grey_rot270.jpg,"{1: {'xmin': 161, 'xmax': 181, 'ymin': 145, 'ymax': 161, 'region_name': 1}, 2: {'xmin': 154, 'xmax': 175, 'ymin': 28, 'ymax': 45, 'region_name': 1}}"
486,384,images (5)_darkened.jpg,"{1: {'xmin': 114, 'xmax': 152, 'ymin': 107, 'ymax': 128, 'region_name': 1}}"
487,385,images (5)_darkened_rot90.jpg,"{1: {'xmin': 97, 'xmax': 117, 'ymin': 120, 'ymax': 160, 'region_name': 1}}"
488,386,images (5)_darkened_rot180.jpg,"{1: {'xmin': 67, 'xmax': 105, 'ymin': 102, 'ymax': 123, 'region_name': 1}}"
489,387,images (5)_darkened_rot270.jpg,"{1: {'xmin': 102, 'xmax': 122, 'ymin': 70, 'ymax': 110, 'region_name': 1}}"
490,388,images (5)_grey.jpg,"{1: {'xmin': 114, 'xmax': 152, 'ymin': 107, 'ymax': 128, 'region_name': 1}}"
491,389,images (5)_grey_rot90.jpg,"{1: {'xmin': 97, 'xmax': 117, 'ymin': 120, 'ymax': 160, 'region_name': 1}}"
492,390,images (5)_grey_rot180.jpg,"{1: {'xmin': 67, 'xmax': 105, 'ymin': 102, 'ymax': 123, 'region_name': 1}}"
493,391,images (5)_grey_rot270.jpg,"{1: {'xmin': 102, 'xmax': 122, 'ymin': 70, 'ymax': 110, 'region_name': 1}}"
494,392,images (50)_darkened.jpg,"{1: {'xmin': 59, 'xmax': 94, 'ymin': 110, 'ymax': 134, 'region_name': 1}}"
495,393,images (50)_darkened_rot90.jpg,"{1: {'xmin': 94, 'xmax': 112, 'ymin': 79, 'ymax': 125, 'region_name': 1}}"
496,394,images (50)_darkened_rot180.jpg,"{1: {'xmin': 100, 'xmax': 135, 'ymin': 125, 'ymax': 149, 'region_name': 1}}"
497,395,images (50)_darkened_rot270.jpg,"{1: {'xmin': 82, 'xmax': 100, 'ymin': 134, 'ymax': 180, 'region_name': 1}}"
498,396,images (50)_grey.jpg,"{1: {'xmin': 59, 'xmax': 94, 'ymin': 110, 'ymax': 134, 'region_name': 1}}"
499,397,images (50)_grey_rot90.jpg,"{1: {'xmin': 94, 'xmax': 112, 'ymin': 79, 'ymax': 125, 'region_name': 1}}"
500,398,images (50)_grey_rot180.jpg,"{1: {'xmin': 100, 'xmax': 135, 'ymin': 125, 'ymax': 149, 'region_name': 1}}"
501,399,images (50)_grey_rot270.jpg,"{1: {'xmin': 82, 'xmax': 100, 'ymin': 134, 'ymax': 180, 'region_name': 1}}"
502,400,images (51)_darkened.jpg,"{1: {'xmin': 127, 'xmax': 167, 'ymin': 133, 'ymax': 153, 'region_name': 1}}"
503,401,images (51)_darkened_rot90.jpg,"{1: {'xmin': 60, 'xmax': 85, 'ymin': 102, 'ymax': 134, 'region_name': 1}}"
504,402,images (51)_darkened_rot180.jpg,"{1: {'xmin': 83, 'xmax': 123, 'ymin': 48, 'ymax': 68, 'region_name': 1}}"
505,403,images (51)_darkened_rot270.jpg,"{1: {'xmin': 165, 'xmax': 190, 'ymin': 67, 'ymax': 99, 'region_name': 1}}"
506,404,images (51)_grey.jpg,"{1: {'xmin': 127, 'xmax': 167, 'ymin': 133, 'ymax': 153, 'region_name': 1}}"
507,405,images (51)_grey_rot90.jpg,"{1: {'xmin': 60, 'xmax': 85, 'ymin': 102, 'ymax': 134, 'region_name': 1}}"
508,406,images (51)_grey_rot180.jpg,"{1: {'xmin': 83, 'xmax': 123, 'ymin': 48, 'ymax': 68, 'region_name': 1}}"
509,407,images (51)_grey_rot270.jpg,"{1: {'xmin': 165, 'xmax': 190, 'ymin': 67, 'ymax': 99, 'region_name': 1}}"
510,408,images (52)_darkened.jpg,"{1: {'xmin': 103, 'xmax': 217, 'ymin': 40, 'ymax': 111, 'region_name': 1}}"
511,409,images (52)_darkened_rot90.jpg,"{1: {'xmin': 100, 'xmax': 230, 'ymin': 56, 'ymax': 119, 'region_name': 1}}"
512,410,images (52)_darkened_rot180.jpg,"{1: {'xmin': 86, 'xmax': 200, 'ymin': 55, 'ymax': 126, 'region_name': 1}}"
513,411,images (52)_darkened_rot270.jpg,"{1: {'xmin': 73, 'xmax': 203, 'ymin': 47, 'ymax': 110, 'region_name': 1}}"
514,412,images (52)_grey.jpg,"{1: {'xmin': 103, 'xmax': 217, 'ymin': 40, 'ymax': 111, 'region_name': 1}}"
515,413,images (52)_grey_rot90.jpg,"{1: {'xmin': 100, 'xmax': 230, 'ymin': 56, 'ymax': 119, 'region_name': 1}}"
516,414,images (52)_grey_rot180.jpg,"{1: {'xmin': 86, 'xmax': 200, 'ymin': 55, 'ymax': 126, 'region_name': 1}}"
517,415,images (52)_grey_rot270.jpg,"{1: {'xmin': 73, 'xmax': 203, 'ymin': 47, 'ymax': 110, 'region_name': 1}}"
518,416,images (53)_darkened.jpg,"{1: {'xmin': 44, 'xmax': 83, 'ymin': 53, 'ymax': 79, 'region_name': 1}, 2: {'xmin': 212, 'xmax': 246, 'ymin': 94, 'ymax': 114, 'region_name': 1}}"
519,417,images (53)_darkened_rot90.jpg,"{1: {'xmin': 159, 'xmax': 211, 'ymin': 22, 'ymax': 42, 'region_name': 1}, 2: {'xmin': 91, 'xmax': 130, 'ymin': 108, 'ymax': 125, 'region_name': 1}}"
520,418,images (53)_darkened_rot180.jpg,"{1: {'xmin': 232, 'xmax': 271, 'ymin': 81, 'ymax': 107, 'region_name': 1}, 2: {'xmin': 69, 'xmax': 103, 'ymin': 46, 'ymax': 66, 'region_name': 1}}"
521,419,images (53)_darkened_rot270.jpg,"{1: {'xmin': 104, 'xmax': 156, 'ymin': 118, 'ymax': 138, 'region_name': 1}, 2: {'xmin': 185, 'xmax': 224, 'ymin': 35, 'ymax': 52, 'region_name': 1}}"
522,420,images (53)_grey.jpg,"{1: {'xmin': 44, 'xmax': 83, 'ymin': 53, 'ymax': 79, 'region_name': 1}, 2: {'xmin': 212, 'xmax': 246, 'ymin': 94, 'ymax': 114, 'region_name': 1}}"
523,421,images (53)_grey_rot90.jpg,"{1: {'xmin': 159, 'xmax': 211, 'ymin': 22, 'ymax': 42, 'region_name': 1}, 2: {'xmin': 91, 'xmax': 130, 'ymin': 108, 'ymax': 125, 'region_name': 1}}"
524,422,images (53)_grey_rot180.jpg,"{1: {'xmin': 232, 'xmax': 271, 'ymin': 81, 'ymax': 107, 'region_name': 1}, 2: {'xmin': 69, 'xmax': 103, 'ymin': 46, 'ymax': 66, 'region_name': 1}}"
525,423,images (53)_grey_rot270.jpg,"{1: {'xmin': 104, 'xmax': 156, 'ymin': 118, 'ymax': 138, 'region_name': 1}, 2: {'xmin': 185, 'xmax': 224, 'ymin': 35, 'ymax': 52, 'region_name': 1}}"
526,424,images (54)_darkened.jpg,"{1: {'xmin': 132, 'xmax': 174, 'ymin': 79, 'ymax': 101, 'region_name': 1}}"
527,425,images (54)_darkened_rot90.jpg,"{1: {'xmin': 125, 'xmax': 153, 'ymin': 101, 'ymax': 133, 'region_name': 1}}"
528,426,images (54)_darkened_rot180.jpg,"{1: {'xmin': 83, 'xmax': 125, 'ymin': 95, 'ymax': 117, 'region_name': 1}}"
529,427,images (54)_darkened_rot270.jpg,"{1: {'xmin': 104, 'xmax': 132, 'ymin': 63, 'ymax': 95, 'region_name': 1}}"
530,428,images (54)_grey.jpg,"{1: {'xmin': 132, 'xmax': 174, 'ymin': 79, 'ymax': 101, 'region_name': 1}}"
531,429,images (54)_grey_rot90.jpg,"{1: {'xmin': 125, 'xmax': 153, 'ymin': 101, 'ymax': 133, 'region_name': 1}}"
532,430,images (54)_grey_rot180.jpg,"{1: {'xmin': 83, 'xmax': 125, 'ymin': 95, 'ymax': 117, 'region_name': 1}}"
533,431,images (54)_grey_rot270.jpg,"{1: {'xmin': 104, 'xmax': 132, 'ymin': 63, 'ymax': 95, 'region_name': 1}}"
534,432,images (55)_darkened.jpg,"{1: {'xmin': 90, 'xmax': 179, 'ymin': 101, 'ymax': 144, 'region_name': 1}}"
535,433,images (55)_darkened_rot90.jpg,"{1: {'xmin': 58, 'xmax': 123, 'ymin': 59, 'ymax': 118, 'region_name': 1}}"
536,434,images (55)_darkened_rot180.jpg,"{1: {'xmin': 98, 'xmax': 187, 'ymin': 38, 'ymax': 81, 'region_name': 1}}"
537,435,images (55)_darkened_rot270.jpg,"{1: {'xmin': 154, 'xmax': 219, 'ymin': 64, 'ymax': 123, 'region_name': 1}}"
538,436,images (55)_grey.jpg,"{1: {'xmin': 90, 'xmax': 179, 'ymin': 101, 'ymax': 144, 'region_name': 1}}"
539,437,images (55)_grey_rot90.jpg,"{1: {'xmin': 58, 'xmax': 123, 'ymin': 59, 'ymax': 118, 'region_name': 1}}"
540,438,images (55)_grey_rot180.jpg,"{1: {'xmin': 98, 'xmax': 187, 'ymin': 38, 'ymax': 81, 'region_name': 1}}"
541,439,images (55)_grey_rot270.jpg,"{1: {'xmin': 154, 'xmax': 219, 'ymin': 64, 'ymax': 123, 'region_name': 1}}"
542,440,images (56)_darkened.jpg,"{1: {'xmin': 110, 'xmax': 191, 'ymin': 91, 'ymax': 152, 'region_name': 1}}"
543,441,images (56)_darkened_rot90.jpg,"{1: {'xmin': 35, 'xmax': 138, 'ymin': 65, 'ymax': 113, 'region_name': 1}}"
544,442,images (56)_darkened_rot180.jpg,"{1: {'xmin': 101, 'xmax': 182, 'ymin': 21, 'ymax': 82, 'region_name': 1}}"
545,443,images (56)_darkened_rot270.jpg,"{1: {'xmin': 154, 'xmax': 257, 'ymin': 60, 'ymax': 108, 'region_name': 1}}"
546,444,images (56)_grey.jpg,"{1: {'xmin': 110, 'xmax': 191, 'ymin': 91, 'ymax': 152, 'region_name': 1}}"
547,445,images (56)_grey_rot90.jpg,"{1: {'xmin': 35, 'xmax': 138, 'ymin': 65, 'ymax': 113, 'region_name': 1}}"
548,446,images (56)_grey_rot180.jpg,"{1: {'xmin': 101, 'xmax': 182, 'ymin': 21, 'ymax': 82, 'region_name': 1}}"
549,447,images (56)_grey_rot270.jpg,"{1: {'xmin': 154, 'xmax': 257, 'ymin': 60, 'ymax': 108, 'region_name': 1}}"
550,448,images (57)_darkened.jpg,"{1: {'xmin': 103, 'xmax': 156, 'ymin': 88, 'ymax': 118, 'region_name': 1}}"
551,449,images (57)_darkened_rot90.jpg,"{1: {'xmin': 102, 'xmax': 142, 'ymin': 79, 'ymax': 119, 'region_name': 1}}"
552,450,images (57)_darkened_rot180.jpg,"{1: {'xmin': 101, 'xmax': 154, 'ymin': 78, 'ymax': 108, 'region_name': 1}}"
553,451,images (57)_darkened_rot270.jpg,"{1: {'xmin': 115, 'xmax': 155, 'ymin': 77, 'ymax': 117, 'region_name': 1}}"
554,452,images (57)_grey.jpg,"{1: {'xmin': 103, 'xmax': 156, 'ymin': 88, 'ymax': 118, 'region_name': 1}}"
555,453,images (57)_grey_rot90.jpg,"{1: {'xmin': 102, 'xmax': 142, 'ymin': 79, 'ymax': 119, 'region_name': 1}}"
556,454,images (57)_grey_rot180.jpg,"{1: {'xmin': 101, 'xmax': 154, 'ymin': 78, 'ymax': 108, 'region_name': 1}}"
557,455,images (57)_grey_rot270.jpg,"{1: {'xmin': 115, 'xmax': 155, 'ymin': 77, 'ymax': 117, 'region_name': 1}}"
558,456,images (58)_darkened.jpg,"{1: {'xmin': 156, 'xmax': 187, 'ymin': 136, 'ymax': 155, 'region_name': 1}}"
559,457,images (58)_darkened_rot90.jpg,"{1: {'xmin': 35, 'xmax': 66, 'ymin': 97, 'ymax': 117, 'region_name': 1}}"
560,458,images (58)_darkened_rot180.jpg,"{1: {'xmin': 97, 'xmax': 128, 'ymin': 22, 'ymax': 41, 'region_name': 1}}"
561,459,images (58)_darkened_rot270.jpg,"{1: {'xmin': 218, 'xmax': 249, 'ymin': 60, 'ymax': 80, 'region_name': 1}}"
562,460,images (58)_grey.jpg,"{1: {'xmin': 156, 'xmax': 187, 'ymin': 136, 'ymax': 155, 'region_name': 1}}"
563,461,images (58)_grey_rot90.jpg,"{1: {'xmin': 35, 'xmax': 66, 'ymin': 97, 'ymax': 117, 'region_name': 1}}"
564,462,images (58)_grey_rot180.jpg,"{1: {'xmin': 97, 'xmax': 128, 'ymin': 22, 'ymax': 41, 'region_name': 1}}"
565,463,images (58)_grey_rot270.jpg,"{1: {'xmin': 218, 'xmax': 249, 'ymin': 60, 'ymax': 80, 'region_name': 1}}"
566,464,images (59)_darkened.jpg,"{1: {'xmin': 80, 'xmax': 103, 'ymin': 80, 'ymax': 97, 'region_name': 1}}"
567,465,images (59)_darkened_rot90.jpg,"{1: {'xmin': 130, 'xmax': 152, 'ymin': 60, 'ymax': 77, 'region_name': 1}}"
568,466,images (59)_darkened_rot180.jpg,"{1: {'xmin': 156, 'xmax': 179, 'ymin': 97, 'ymax': 114, 'region_name': 1}}"
569,467,images (59)_darkened_rot270.jpg,"{1: {'xmin': 107, 'xmax': 130, 'ymin': 117, 'ymax': 134, 'region_name': 1}}"
570,468,images (59)_grey.jpg,"{1: {'xmin': 80, 'xmax': 103, 'ymin': 80, 'ymax': 97, 'region_name': 1}}"
571,469,images (59)_grey_rot90.jpg,"{1: {'xmin': 130, 'xmax': 152, 'ymin': 60, 'ymax': 77, 'region_name': 1}}"
572,470,images (59)_grey_rot180.jpg,"{1: {'xmin': 156, 'xmax': 179, 'ymin': 97, 'ymax': 114, 'region_name': 1}}"
573,471,images (59)_grey_rot270.jpg,"{1: {'xmin': 107, 'xmax': 130, 'ymin': 117, 'ymax': 134, 'region_name': 1}}"
574,472,images (6)_darkened.jpg,"{1: {'xmin': 128, 'xmax': 174, 'ymin': 77, 'ymax': 105, 'region_name': 1}}"
575,473,images (6)_darkened_rot90.jpg,"{1: {'xmin': 112, 'xmax': 162, 'ymin': 72, 'ymax': 97, 'region_name': 1}}"
576,474,images (6)_darkened_rot180.jpg,"{1: {'xmin': 126, 'xmax': 172, 'ymin': 63, 'ymax': 91, 'region_name': 1}}"
577,475,images (6)_darkened_rot270.jpg,"{1: {'xmin': 138, 'xmax': 188, 'ymin': 71, 'ymax': 96, 'region_name': 1}}"
578,476,images (6)_grey.jpg,"{1: {'xmin': 128, 'xmax': 174, 'ymin': 77, 'ymax': 105, 'region_name': 1}}"
579,477,images (6)_grey_rot90.jpg,"{1: {'xmin': 112, 'xmax': 162, 'ymin': 72, 'ymax': 97, 'region_name': 1}}"
580,478,images (6)_grey_rot180.jpg,"{1: {'xmin': 126, 'xmax': 172, 'ymin': 63, 'ymax': 91, 'region_name': 1}}"
581,479,images (6)_grey_rot270.jpg,"{1: {'xmin': 138, 'xmax': 188, 'ymin': 71, 'ymax': 96, 'region_name': 1}}"
582,480,images (60)_darkened.jpg,"{1: {'xmin': 90, 'xmax': 115, 'ymin': 91, 'ymax': 108, 'region_name': 1}}"
583,481,images (60)_darkened_rot90.jpg,"{1: {'xmin': 115, 'xmax': 138, 'ymin': 67, 'ymax': 86, 'region_name': 1}}"
584,482,images (60)_darkened_rot180.jpg,"{1: {'xmin': 144, 'xmax': 169, 'ymin': 86, 'ymax': 103, 'region_name': 1}}"
585,483,images (60)_darkened_rot270.jpg,"{1: {'xmin': 121, 'xmax': 144, 'ymin': 108, 'ymax': 127, 'region_name': 1}}"
586,484,images (60)_grey.jpg,"{1: {'xmin': 90, 'xmax': 115, 'ymin': 91, 'ymax': 108, 'region_name': 1}}"
587,485,images (60)_grey_rot90.jpg,"{1: {'xmin': 115, 'xmax': 138, 'ymin': 67, 'ymax': 86, 'region_name': 1}}"
588,486,images (60)_grey_rot180.jpg,"{1: {'xmin': 144, 'xmax': 169, 'ymin': 86, 'ymax': 103, 'region_name': 1}}"
589,487,images (60)_grey_rot270.jpg,"{1: {'xmin': 121, 'xmax': 144, 'ymin': 108, 'ymax': 127, 'region_name': 1}}"
590,488,images (61)_darkened.jpg,"{1: {'xmin': 101, 'xmax': 146, 'ymin': 133, 'ymax': 152, 'region_name': 1}}"
591,489,images (61)_darkened_rot90.jpg,"{1: {'xmin': 53, 'xmax': 80, 'ymin': 72, 'ymax': 105, 'region_name': 1}}"
592,490,images (61)_darkened_rot180.jpg,"{1: {'xmin': 119, 'xmax': 164, 'ymin': 38, 'ymax': 57, 'region_name': 1}}"
593,491,images (61)_darkened_rot270.jpg,"{1: {'xmin': 186, 'xmax': 212, 'ymin': 85, 'ymax': 118, 'region_name': 1}}"
594,492,images (61)_grey.jpg,"{1: {'xmin': 101, 'xmax': 146, 'ymin': 133, 'ymax': 152, 'region_name': 1}}"
595,493,images (61)_grey_rot90.jpg,"{1: {'xmin': 53, 'xmax': 80, 'ymin': 72, 'ymax': 105, 'region_name': 1}}"
596,494,images (61)_grey_rot180.jpg,"{1: {'xmin': 119, 'xmax': 164, 'ymin': 38, 'ymax': 57, 'region_name': 1}}"
597,495,images (61)_grey_rot270.jpg,"{1: {'xmin': 186, 'xmax': 212, 'ymin': 85, 'ymax': 118, 'region_name': 1}}"
598,496,images (62)_darkened.jpg,"{1: {'xmin': 89, 'xmax': 130, 'ymin': 92, 'ymax': 116, 'region_name': 1}}"
599,497,images (62)_darkened_rot90.jpg,"{1: {'xmin': 105, 'xmax': 136, 'ymin': 68, 'ymax': 99, 'region_name': 1}}"
600,498,images (62)_darkened_rot180.jpg,"{1: {'xmin': 127, 'xmax': 168, 'ymin': 80, 'ymax': 104, 'region_name': 1}}"
601,499,images (62)_darkened_rot270.jpg,"{1: {'xmin': 121, 'xmax': 152, 'ymin': 97, 'ymax': 128, 'region_name': 1}}"
602,500,images (62)_grey.jpg,"{1: {'xmin': 89, 'xmax': 130, 'ymin': 92, 'ymax': 116, 'region_name': 1}}"
603,501,images (62)_grey_rot90.jpg,"{1: {'xmin': 105, 'xmax': 136, 'ymin': 68, 'ymax': 99, 'region_name': 1}}"
604,502,images (62)_grey_rot180.jpg,"{1: {'xmin': 127, 'xmax': 168, 'ymin': 80, 'ymax': 104, 'region_name': 1}}"
605,503,images (62)_grey_rot270.jpg,"{1: {'xmin': 121, 'xmax': 152, 'ymin': 97, 'ymax': 128, 'region_name': 1}}"
606,504,images (63)_darkened.jpg,"{1: {'xmin': 171, 'xmax': 210, 'ymin': 166, 'ymax': 186, 'region_name': 1}}"
607,505,images (63)_darkened_rot90.jpg,"{1: {'xmin': 39, 'xmax': 59, 'ymin': 171, 'ymax': 210, 'region_name': 1}}"
608,506,images (63)_darkened_rot180.jpg,"{1: {'xmin': 15, 'xmax': 54, 'ymin': 39, 'ymax': 59, 'region_name': 1}}"
609,507,images (63)_darkened_rot270.jpg,"{1: {'xmin': 166, 'xmax': 186, 'ymin': 15, 'ymax': 54, 'region_name': 1}}"
610,508,images (63)_grey.jpg,"{1: {'xmin': 171, 'xmax': 210, 'ymin': 166, 'ymax': 186, 'region_name': 1}}"
611,509,images (63)_grey_rot90.jpg,"{1: {'xmin': 39, 'xmax': 59, 'ymin': 171, 'ymax': 210, 'region_name': 1}}"
612,510,images (63)_grey_rot180.jpg,"{1: {'xmin': 15, 'xmax': 54, 'ymin': 39, 'ymax': 59, 'region_name': 1}}"
613,511,images (63)_grey_rot270.jpg,"{1: {'xmin': 166, 'xmax': 186, 'ymin': 15, 'ymax': 54, 'region_name': 1}}"
614,512,images (64)_darkened.jpg,"{1: {'xmin': 93, 'xmax': 134, 'ymin': 97, 'ymax': 117, 'region_name': 1}}"
615,513,images (64)_darkened_rot90.jpg,"{1: {'xmin': 99, 'xmax': 129, 'ymin': 62, 'ymax': 89, 'region_name': 1}}"
616,514,images (64)_darkened_rot180.jpg,"{1: {'xmin': 141, 'xmax': 182, 'ymin': 66, 'ymax': 86, 'region_name': 1}}"
617,515,images (64)_darkened_rot270.jpg,"{1: {'xmin': 146, 'xmax': 176, 'ymin': 94, 'ymax': 121, 'region_name': 1}}"
618,516,images (64)_grey.jpg,"{1: {'xmin': 93, 'xmax': 134, 'ymin': 97, 'ymax': 117, 'region_name': 1}}"
619,517,images (64)_grey_rot90.jpg,"{1: {'xmin': 99, 'xmax': 129, 'ymin': 62, 'ymax': 89, 'region_name': 1}}"
620,518,images (64)_grey_rot180.jpg,"{1: {'xmin': 141, 'xmax': 182, 'ymin': 66, 'ymax': 86, 'region_name': 1}}"
621,519,images (64)_grey_rot270.jpg,"{1: {'xmin': 146, 'xmax': 176, 'ymin': 94, 'ymax': 121, 'region_name': 1}}"
622,520,images (65)_darkened.jpg,"{1: {'xmin': 116, 'xmax': 191, 'ymin': 52, 'ymax': 90, 'region_name': 1}}"
623,521,images (65)_darkened_rot90.jpg,"{1: {'xmin': 138, 'xmax': 211, 'ymin': 60, 'ymax': 99, 'region_name': 1}}"
624,522,images (65)_darkened_rot180.jpg,"{1: {'xmin': 120, 'xmax': 195, 'ymin': 72, 'ymax': 110, 'region_name': 1}}"
625,523,images (65)_darkened_rot270.jpg,"{1: {'xmin': 100, 'xmax': 173, 'ymin': 63, 'ymax': 102, 'region_name': 1}}"
626,524,images (65)_grey.jpg,"{1: {'xmin': 116, 'xmax': 191, 'ymin': 52, 'ymax': 90, 'region_name': 1}}"
627,525,images (65)_grey_rot90.jpg,"{1: {'xmin': 138, 'xmax': 211, 'ymin': 60, 'ymax': 99, 'region_name': 1}}"
628,526,images (65)_grey_rot180.jpg,"{1: {'xmin': 120, 'xmax': 195, 'ymin': 72, 'ymax': 110, 'region_name': 1}}"
629,527,images (65)_grey_rot270.jpg,"{1: {'xmin': 100, 'xmax': 173, 'ymin': 63, 'ymax': 102, 'region_name': 1}}"
630,528,images (66)_darkened.jpg,"{1: {'xmin': 100, 'xmax': 121, 'ymin': 95, 'ymax': 107, 'region_name': 1}}"
631,529,images (66)_darkened_rot90.jpg,"{1: {'xmin': 107, 'xmax': 129, 'ymin': 53, 'ymax': 65, 'region_name': 1}}"
632,530,images (66)_darkened_rot180.jpg,"{1: {'xmin': 186, 'xmax': 207, 'ymin': 57, 'ymax': 69, 'region_name': 1}}"
633,531,images (66)_darkened_rot270.jpg,"{1: {'xmin': 178, 'xmax': 200, 'ymin': 99, 'ymax': 111, 'region_name': 1}}"
634,532,images (66)_grey.jpg,"{1: {'xmin': 100, 'xmax': 121, 'ymin': 95, 'ymax': 107, 'region_name': 1}}"
635,533,images (66)_grey_rot90.jpg,"{1: {'xmin': 107, 'xmax': 129, 'ymin': 53, 'ymax': 65, 'region_name': 1}}"
636,534,images (66)_grey_rot180.jpg,"{1: {'xmin': 186, 'xmax': 207, 'ymin': 57, 'ymax': 69, 'region_name': 1}}"
637,535,images (66)_grey_rot270.jpg,"{1: {'xmin': 178, 'xmax': 200, 'ymin': 99, 'ymax': 111, 'region_name': 1}}"
638,536,images (67)_darkened.jpg,"{1: {'xmin': 59, 'xmax': 80, 'ymin': 115, 'ymax': 129, 'region_name': 1}}"
639,537,images (67)_darkened_rot90.jpg,"{1: {'xmin': 70, 'xmax': 95, 'ymin': 33, 'ymax': 45, 'region_name': 1}}"
640,538,images (67)_darkened_rot180.jpg,"{1: {'xmin': 220, 'xmax': 241, 'ymin': 39, 'ymax': 53, 'region_name': 1}}"
641,539,images (67)_darkened_rot270.jpg,"{1: {'xmin': 205, 'xmax': 230, 'ymin': 123, 'ymax': 135, 'region_name': 1}}"
642,540,images (67)_grey.jpg,"{1: {'xmin': 59, 'xmax': 80, 'ymin': 115, 'ymax': 129, 'region_name': 1}}"
643,541,images (67)_grey_rot90.jpg,"{1: {'xmin': 70, 'xmax': 95, 'ymin': 33, 'ymax': 45, 'region_name': 1}}"
644,542,images (67)_grey_rot180.jpg,"{1: {'xmin': 220, 'xmax': 241, 'ymin': 39, 'ymax': 53, 'region_name': 1}}"
645,543,images (67)_grey_rot270.jpg,"{1: {'xmin': 205, 'xmax': 230, 'ymin': 123, 'ymax': 135, 'region_name': 1}}"
646,544,images (68)_darkened.jpg,"{1: {'xmin': 167, 'xmax': 204, 'ymin': 129, 'ymax': 148, 'region_name': 1}}"
647,545,images (68)_darkened_rot90.jpg,"{1: {'xmin': 53, 'xmax': 81, 'ymin': 111, 'ymax': 136, 'region_name': 1}}"
648,546,images (68)_darkened_rot180.jpg,"{1: {'xmin': 71, 'xmax': 108, 'ymin': 35, 'ymax': 54, 'region_name': 1}}"
